name,type,region,locality,geolocation
Замок Черчесова,архитектура,Республика Северная Осетия - Алания,Цамад,"(Decimal('44.17434'), Decimal('42.862701'))"
Замок-фрегат,архитектура,Республика Северная Осетия - Алания,Задалеск,"(Decimal('43.803479'), Decimal('43.007689'))"
Зачатская башня Нижегородского кремля.,архитектура,Нижегородская область,Нижний Новгород,Not found
Звонница Софийского собора,архитектура,Новгородская область,Новгород,"(Decimal('31.269915'), Decimal('58.52281'))"
Сборка 12 досок,архитектура,Санкт-Петербург,Санкт-Петербург,"(Decimal('30.315868'), Decimal('59.939095'))"
Здание «Бэтмена»,архитектура,Новосибирская область,Новосибирск,"(Decimal('82.92043'), Decimal('55.030199'))"
Здание «Гранд Отеля»,архитектура,Иркутская область,Иркутск,"(Decimal('104.281047'), Decimal('52.287054'))"
Здание «Дома Советов»,архитектура,Краснодарский край,Геленджик,"(Decimal('38.048153'), Decimal('44.589733'))"
Здание Администрации Смоленской области.,архитектура,Смоленская область,Смоленск,"(Decimal('32.045251'), Decimal('54.782635'))"
Здание Администрации Волгограда,архитектура,Волгоградская область,Волгоград,"(Decimal('44.588822'), Decimal('48.455318'))"
Здание Администрации Смоленска,архитектура,Смоленская область,Смоленск,"(Decimal('32.082333'), Decimal('54.770842'))"
Здание Академии наук,архитектура,Санкт-Петербург,Санкт-Петербург,"(Decimal('30.315868'), Decimal('59.939095'))"
Здание Александровского военного училища,архитектура,Москва,,Not found
Здание Александровского реального училища,архитектура,Тюменская область,Тюмень,Not found
Здание Александровской женской школы,архитектура,Курганская область,,Not found
Здание Арсенала,архитектура,Нижегородская область,Нижний Новгород,"(Decimal('44.006516'), Decimal('56.326797'))"
Здание Ассигнационного банка,архитектура,Санкт-Петербург,Санкт-Петербург,"(Decimal('28.333888'), Decimal('60.333885'))"
Здание фондовой биржи,архитектура,Санкт-Петербург,Санкт-Петербург,"(Decimal('30.315868'), Decimal('59.939095'))"
Здание Дворянского собрания,архитектура,Смоленская область,Смоленск,"(Decimal('32.045251'), Decimal('54.782635'))"
Здание британского консульства,архитектура,Санкт-Петербург,Санкт-Петербург,"(Decimal('30.315868'), Decimal('59.939095'))"
Здание Варшавского вокзала,архитектура,Санкт-Петербург,Санкт-Петербург,"(Decimal('30.298989'), Decimal('59.907929'))"
Здание Верхнеудинской районной школы.,архитектура,Республика Бурятия,Улан-Удэ,Not found
